timestamp;pitch;roll;yaw
0.053;  0.9; -0.9;176.4
0.102;  0.9; -0.9;175.6
0.154;  0.9; -0.9;174.8
0.200;  0.9; -0.9;174.1
0.248;  0.9; -0.9;173.5
0.301;  0.9; -0.9;172.9
0.346;  0.9; -0.9;172.2
0.395;  0.9; -0.9;171.6
0.440;  0.8; -0.9;171.1
0.489;  0.8; -0.9;170.6
0.541;  0.8; -0.9;170.0
0.586;  0.8; -0.9;169.5
0.635;  0.8; -0.9;169.0
0.687;  0.8; -0.9;168.6
0.733;  0.8; -0.9;168.1
0.781;  0.8; -0.9;167.7
0.827;  0.8; -0.9;167.1
0.875;  0.8; -0.9;166.5
0.928;  0.8; -0.9;166.0
0.973;  0.8; -0.9;165.6
1.022;  0.8; -0.9;165.2
1.074;  0.8; -0.9;164.8
1.120;  0.8; -0.9;164.5
1.168;  0.8; -0.9;164.3
1.214;  0.8; -0.9;163.9
1.262;  0.8; -0.9;163.5
1.315;  0.8; -0.9;163.2
1.360;  0.8; -0.9;162.9
1.409;  0.8; -0.9;162.6
1.454;  0.9; -0.9;162.4
1.503;  0.9; -0.9;162.2
1.555;  0.9; -0.8;162.0
1.600;  0.9; -0.8;161.9
1.649;  0.9; -0.8;161.8
1.701;  0.9; -0.8;161.6
1.746;  0.9; -0.8;161.4
1.795;  0.9; -0.8;161.2
1.841;  0.9; -0.8;161.0
1.889;  0.9; -0.8;160.9
1.942;  0.9; -0.8;160.8
1.987;  0.9; -0.8;160.7
2.036;  0.9; -0.8;160.6
2.088;  0.9; -0.8;160.6
2.133;  0.9; -0.8;160.5
2.182;  0.9; -0.8;160.5
2.227;  0.9; -0.8;160.4
2.276;  0.9; -0.8;160.3
2.329;  0.9; -0.8;160.3
2.374;  0.9; -0.8;160.2
2.423;  0.9; -0.8;160.1
2.468;  0.9; -0.8;159.9
2.517;  0.9; -0.8;159.7
2.569;  0.9; -0.8;159.7
2.614;  0.9; -0.8;159.6
2.663;  0.9; -0.8;159.6
2.715;  0.9; -0.8;159.6
2.760;  0.9; -0.8;159.6
2.809;  0.9; -0.8;159.6
2.861;  0.9; -0.8;159.5
2.906;  0.9; -0.8;159.5
2.955;  0.9; -0.8;159.6
3.007;  0.9; -0.8;159.6
3.052;  0.9; -0.8;159.6
3.101;  0.9; -0.8;159.6
3.153;  0.9; -0.8;159.6
3.199;  0.9; -0.8;159.6
3.247;  0.9; -0.8;159.5
3.300;  0.9; -0.8;159.5
3.345;  0.9; -0.8;159.5
3.394;  0.9; -0.8;159.5
3.439;  0.9; -0.8;159.5
3.488;  0.9; -0.8;159.4
3.540;  0.9; -0.8;159.4
3.585;  0.9; -0.8;159.4
3.634;  0.9; -0.8;159.4
3.686;  0.9; -0.8;159.4
3.731;  0.9; -0.8;159.4
3.780;  0.9; -0.8;159.4
3.825;  0.9; -0.8;159.4
3.874;  0.9; -0.8;159.5
3.927;  0.9; -0.8;159.5
3.972;  0.9; -0.8;159.5
4.021;  0.9; -0.8;159.6
4.066;  0.9; -0.8;159.6
4.115;  0.9; -0.8;159.5
4.167;  0.9; -0.8;159.4
4.212;  0.9; -0.8;159.4
4.261;  0.9; -0.8;159.5
4.313;  0.9; -0.8;159.4
4.358;  0.9; -0.8;159.3
4.407;  0.9; -0.8;159.2
4.459;  0.9; -0.8;159.1
4.505;  0.9; -0.8;158.9
4.553;  0.9; -0.8;158.8
4.599;  0.9; -0.8;158.8
4.647;  0.9; -0.8;158.7
4.700;  0.9; -0.8;158.7
4.745;  0.9; -0.8;158.6
4.794;  0.9; -0.8;158.6
4.846;  0.9; -0.8;158.6
