timestamp;pitch;roll;yaw
0.042;  2.2; -1.3;149.9
0.094;  2.2; -1.3;150.0
0.139;  2.2; -1.3;150.1
0.189;  2.2; -1.3;150.2
0.241;  2.1; -1.3;150.2
0.286;  2.1; -1.2;150.2
0.334;  2.1; -1.2;150.3
0.387;  2.0; -1.2;150.3
0.432;  2.0; -1.2;150.3
0.481;  2.0; -1.2;150.3
0.526;  2.0; -1.2;150.3
0.575;  2.0; -1.2;150.4
0.627;  2.0; -1.2;150.5
0.673;  2.0; -1.2;150.6
0.721;  2.0; -1.2;150.6
0.767;  2.0; -1.2;150.7
0.816;  2.0; -1.2;150.7
0.868;  2.0; -1.2;150.7
0.913;  1.9; -1.2;150.8
0.962;  1.9; -1.2;150.8
1.014;  1.9; -1.2;150.8
1.060;  1.9; -1.2;150.8
1.108;  1.9; -1.2;150.8
1.154;  1.9; -1.2;150.8
1.202;  1.9; -1.2;150.9
1.255;  1.9; -1.2;150.9
1.300;  1.8; -1.1;150.9
1.349;  1.8; -1.2;151.0
1.394;  1.8; -1.2;151.0
1.443;  1.8; -1.2;151.0
1.495;  1.8; -1.2;151.0
1.540;  1.8; -1.2;151.0
1.589;  1.8; -1.2;151.1
1.641;  1.8; -1.1;151.1
1.686;  1.8; -1.1;151.1
1.735;  1.8; -1.1;151.1
1.787;  1.8; -1.1;151.1
1.832;  1.8; -1.2;151.0
1.881;  1.8; -1.2;151.1
1.933;  1.8; -1.1;151.1
1.978;  1.7; -1.1;151.1
2.027;  1.7; -1.1;151.2
2.079;  1.7; -1.1;151.2
2.124;  1.7; -1.1;151.2
2.173;  1.7; -1.1;151.2
2.225;  1.7; -1.1;151.3
2.271;  1.7; -1.1;151.3
2.319;  1.7; -1.1;151.3
2.372;  1.7; -1.1;151.4
2.417;  1.7; -1.1;151.4
2.466;  1.7; -1.1;151.5
2.518;  1.7; -1.1;151.6
2.563;  1.7; -1.1;151.7
2.612;  1.7; -1.1;151.8
2.657;  1.7; -1.1;151.8
2.706;  1.7; -1.1;151.9
2.758;  1.7; -1.1;151.9
2.804;  1.7; -1.1;151.8
2.852;  1.7; -1.1;151.8
2.905;  1.7; -1.1;151.7
2.950;  1.7; -1.1;151.7
2.999;  1.7; -1.1;151.7
3.044;  1.7; -1.1;151.8
3.093;  1.7; -1.1;151.8
3.145;  1.7; -1.1;151.8
3.190;  1.7; -1.1;151.7
3.239;  1.7; -1.1;151.7
3.291;  1.6; -1.1;151.8
3.337;  1.7; -1.1;151.8
3.385;  1.7; -1.1;151.8
3.431;  1.7; -1.1;151.7
3.479;  1.7; -1.1;151.7
3.532;  1.6; -1.1;151.7
3.577;  1.6; -1.0;151.8
3.626;  1.6; -1.0;151.8
3.671;  1.6; -1.0;151.8
3.720;  1.6; -1.1;151.9
3.772;  1.6; -1.0;151.8
3.817;  1.6; -1.0;151.9
3.866;  1.6; -1.0;151.9
3.919;  1.6; -1.0;151.9
3.964;  1.6; -1.0;151.9
4.013;  1.6; -1.0;151.9
4.058;  1.6; -1.0;151.8
4.107;  1.6; -1.0;151.8
4.159;  1.6; -1.0;151.9
4.204;  1.6; -1.0;152.0
4.253;  1.6; -1.0;152.1
4.305;  1.6; -1.0;152.1
4.350;  1.7; -1.1;152.1
4.399;  1.7; -1.1;152.0
4.451;  1.7; -1.0;152.0
4.496;  1.7; -1.1;152.0
4.545;  1.7; -1.1;152.0
4.597;  1.7; -1.1;152.0
4.642;  1.7; -1.1;151.9
4.691;  1.7; -1.1;151.8
4.743;  1.7; -1.1;151.8
4.788;  1.7; -1.1;151.7
4.837;  1.7; -1.1;151.7
