timestamp;pitch;roll;yaw
0.042;  0.7; -0.8;162.0
0.088;  0.7; -0.8;161.9
0.136;  0.7; -0.8;161.8
0.182;  0.7; -0.8;161.7
0.231;  0.7; -0.8;161.7
0.283;  0.8; -0.8;161.6
0.328;  0.8; -0.8;161.6
0.377;  0.8; -0.8;161.6
0.422;  0.8; -0.8;161.6
0.471;  0.8; -0.8;161.6
0.523;  0.8; -0.8;161.6
0.568;  0.8; -0.8;161.7
0.617;  0.8; -0.8;161.7
0.669;  0.8; -0.8;161.8
0.714;  0.8; -0.8;161.9
0.763;  0.8; -0.8;162.0
0.815;  0.8; -0.8;162.1
0.861;  0.8; -0.8;162.2
0.909;  0.8; -0.8;162.3
0.955;  0.8; -0.8;162.3
1.003;  0.8; -0.8;162.3
1.056;  0.8; -0.8;162.3
1.101;  0.8; -0.8;162.3
1.150;  0.8; -0.8;162.2
1.202;  0.8; -0.8;162.1
1.247;  0.8; -0.8;162.1
1.296;  0.8; -0.8;162.0
1.348;  0.8; -0.8;162.0
1.393;  0.8; -0.8;162.0
1.442;  0.8; -0.8;162.1
1.494;  0.8; -0.8;162.2
1.540;  0.8; -0.8;162.2
1.588;  0.8; -0.8;162.2
1.634;  0.8; -0.8;162.3
1.682;  0.8; -0.8;162.4
1.735;  0.8; -0.8;162.4
1.780;  0.8; -0.8;162.3
1.828;  0.8; -0.8;162.3
1.881;  0.8; -0.8;162.4
1.926;  0.8; -0.8;162.4
1.974;  0.8; -0.8;162.4
2.027;  0.8; -0.8;162.5
2.072;  0.8; -0.8;162.4
2.121;  0.8; -0.8;162.5
2.173;  0.8; -0.8;162.5
2.218;  0.8; -0.8;162.5
2.267;  0.8; -0.8;162.6
2.319;  0.8; -0.8;162.6
2.364;  0.8; -0.8;162.5
2.413;  0.8; -0.8;162.5
2.458;  0.8; -0.8;162.5
2.507;  0.8; -0.8;162.5
2.559;  0.8; -0.8;162.6
2.604;  0.8; -0.8;162.7
2.653;  0.8; -0.8;162.8
2.706;  0.8; -0.8;162.8
2.751;  0.8; -0.8;162.8
2.800;  0.8; -0.8;162.8
2.852;  0.8; -0.8;162.9
2.897;  0.8; -0.8;162.9
2.946;  0.8; -0.8;162.9
2.991;  0.8; -0.8;162.9
3.040;  0.8; -0.8;162.9
3.092;  0.8; -0.8;162.8
3.137;  0.8; -0.8;162.8
3.186;  0.8; -0.8;162.8
3.238;  0.8; -0.8;162.9
3.283;  0.8; -0.8;162.9
3.332;  0.8; -0.8;162.9
3.384;  0.8; -0.8;162.8
3.430;  0.8; -0.8;162.8
3.478;  0.8; -0.8;162.7
3.531;  0.8; -0.8;162.7
3.576;  0.8; -0.8;162.7
3.625;  0.8; -0.8;162.7
3.670;  0.8; -0.8;162.7
3.719;  0.8; -0.8;162.6
3.771;  0.8; -0.8;162.6
3.816;  0.8; -0.8;162.5
3.865;  0.8; -0.8;162.6
3.917;  0.8; -0.8;162.6
3.962;  0.8; -0.8;162.7
4.011;  0.8; -0.8;162.7
4.064;  0.8; -0.8;162.9
4.109;  0.8; -0.8;162.9
4.158;  0.8; -0.8;162.9
4.203;  0.8; -0.8;163.0
4.252;  0.8; -0.8;163.1
4.304;  0.8; -0.8;163.1
4.349;  0.8; -0.8;163.1
4.398;  0.8; -0.8;163.1
4.450;  0.8; -0.8;163.2
4.495;  0.8; -0.8;163.3
4.544;  0.8; -0.8;163.4
4.596;  0.8; -0.8;163.4
4.641;  0.8; -0.8;163.4
4.690;  0.8; -0.8;163.5
4.742;  0.8; -0.8;163.6
4.787;  0.8; -0.8;163.6
4.836;  0.8; -0.8;163.6
