timestamp;pitch;roll;yaw
0.049;  1.3; -2.5;161.5
0.094;  1.2; -2.5;161.5
0.143;  1.3; -2.4;161.5
0.196;  1.3; -2.4;161.5
0.241;  1.2; -2.4;161.5
0.290;  1.2; -2.4;161.5
0.342;  1.2; -2.4;161.5
0.387;  1.2; -2.4;161.5
0.436;  1.2; -2.4;161.5
0.481;  1.2; -2.4;161.5
0.530;  1.2; -2.4;161.5
0.582;  1.2; -2.4;161.4
0.627;  1.2; -2.4;161.5
0.676;  1.2; -2.4;161.5
0.729;  1.2; -2.4;161.5
0.774;  1.2; -2.4;161.5
0.823;  1.2; -2.4;161.5
0.868;  1.2; -2.4;161.5
0.916;  1.3; -2.4;161.5
0.969;  1.3; -2.4;161.5
1.014;  1.3; -2.4;161.5
1.063;  1.3; -2.4;161.5
1.115;  1.3; -2.4;161.5
1.160;  1.3; -2.4;161.5
1.209;  1.3; -2.4;161.5
1.261;  1.3; -2.4;161.5
1.306;  1.3; -2.4;161.5
1.355;  1.3; -2.4;161.5
1.407;  1.3; -2.4;161.5
1.452;  1.3; -2.4;161.5
1.501;  1.3; -2.4;161.5
1.553;  1.3; -2.4;161.5
1.599;  1.3; -2.4;161.5
1.648;  1.3; -2.4;161.5
1.693;  1.3; -2.4;161.5
1.741;  1.3; -2.4;161.6
1.794;  1.3; -2.4;161.5
1.839;  1.3; -2.4;161.5
1.887;  1.3; -2.4;161.5
1.940;  1.3; -2.4;161.6
1.985;  1.3; -2.4;161.6
2.034;  1.3; -2.4;161.6
2.086;  1.3; -2.4;161.6
2.131;  1.3; -2.4;161.6
2.180;  1.3; -2.4;161.6
2.232;  1.3; -2.4;161.7
2.277;  1.3; -2.4;161.7
2.326;  1.3; -2.4;161.7
2.378;  1.3; -2.4;161.7
2.424;  1.3; -2.4;161.7
2.472;  1.3; -2.4;161.7
2.518;  1.3; -2.4;161.8
2.566;  1.3; -2.4;161.8
2.619;  1.3; -2.4;161.8
2.664;  1.3; -2.4;161.7
2.713;  1.3; -2.4;161.7
2.765;  1.3; -2.4;161.7
2.810;  1.3; -2.4;161.7
2.859;  1.3; -2.4;161.7
2.911;  1.3; -2.4;161.7
2.956;  1.3; -2.4;161.7
3.005;  1.3; -2.4;161.7
3.050;  1.3; -2.4;161.7
3.099;  1.3; -2.4;161.7
3.151;  1.3; -2.4;161.7
3.197;  1.3; -2.4;161.6
3.246;  1.3; -2.4;161.6
3.298;  1.3; -2.4;161.6
3.343;  1.3; -2.4;161.6
3.392;  1.3; -2.4;161.5
3.444;  1.3; -2.4;161.6
3.489;  1.3; -2.4;161.5
3.538;  1.3; -2.4;161.5
3.590;  1.3; -2.4;161.4
3.635;  1.3; -2.4;161.4
3.684;  1.3; -2.4;161.4
3.729;  1.3; -2.4;161.4
3.778;  1.3; -2.4;161.4
3.830;  1.3; -2.4;161.3
3.876;  1.3; -2.4;161.3
3.924;  1.3; -2.4;161.2
3.977;  1.3; -2.4;161.2
4.022;  1.3; -2.4;161.2
4.070;  1.3; -2.4;161.2
4.123;  1.3; -2.4;161.2
4.168;  1.3; -2.5;161.2
4.216;  1.3; -2.5;161.2
4.269;  1.3; -2.5;161.3
4.314;  1.3; -2.5;161.4
4.363;  1.3; -2.5;161.3
4.408;  1.3; -2.5;161.3
4.457;  1.3; -2.5;161.3
4.509;  1.3; -2.5;161.2
4.561;  1.3; -2.5;161.2
4.606;  1.3; -2.5;161.2
4.655;  1.3; -2.5;161.2
4.707;  1.3; -2.5;161.2
4.752;  1.3; -2.5;161.2
4.801;  1.3; -2.5;161.2
4.853;  1.3; -2.5;161.2
